,ent,count
565,Kalamis Hunt de la tÃªte rapportÃ,1
566,La tÃªte est,1
567,del Rosario,1
568,debajo de el Seminario,1
569,Portella de San Anton,1
570,Badr el Jamali,1
571,Bagnold R.C.,1
572,Khefer Ku ra Usertesen,1
573,Henneberg,1
574,B. C. / Drusus,1
575,the Florentine Niobids,1
576,Wolters N. 1263,1
577,Ilioneus,1
578,Desiderio da / Settignano,1
579,Francesco Laurana,1
580,Liechtenstein,1
581,Elizabeth Brandenburg +,1
582,Graf u Her,1
583,Bab-el-Khramis,1
584,Jupiters,1
585,Igelstein,1
586,Igel,1
587,Konrad,1
588,Friedrichs Walters,1
589,Medusa Rondanini,1
590,Germanisches Museum,1
591,Benedetto da,1
592,Mommsen,1
593,Tverde,1
594,Der Pulverthurm,1
595,Jacobsens Ny - Carlsberg,1
596,Fortebraccio,1
597,Bonas,1
598,Philip II,1
599,Gian Galeazzo Sforza,1
600,Gildenhaus,1
601,Grosser Markt,1
602,Wander,1
603,Maximilian,1
604,Al,1
605,Roman Villa,1
606,Theirs,1
607,---Malta Museum,1
608,Angelo Gati,1
609,Lysikleos,1
610,Ariadne,1
611,Bacchus,1
612,Casali,1
613,Gian Galeazzo's,1
614,Christoforo Romano,1
615,Said Consul Fauvel,1
616,Dethier,1
617,Altho,1
618,Irene,1
619,Minar,1
620,Basil II,1
621,Constantine Porphyrogenetos,1
622,Justin II,1
623,mens feet,1
624,Ganias,1
625,Valentinian,1
626,senza calcina,1
627,Hippodrome,1
628,mezzo al qual,1
629,Yedi Kule,1
630,Michael Tornikes,1
631,Abou Jakoub,1
632,Mansourah,1
633,S. Marc,1
634,Constantine,1
635,height above 600 feet,1
636,Thorwaldsen,1
637,Thugga,1
638,---Glyptothek Munich,1
639,Eugenie Sellers,1
640,Wolters N. 49,1
641,P. P.,1
642,Jbrahim II,1
643,Kalaoun Sahely,1
644,Sultan Suleiman,1
645,Dunraven,1
646,Viollet,1
647,O'Rorkes,1
648,Mac Carthy's,1
649,Sotkes,1
650,musÃ©,1
651,de la Flora,1
652,de la Carthage,1
653,de la cathÃ©,1
654,le pÃ¨re Delattre,1
655,Saint Jacques,1
656,Fiedrichs,1
657,Background,1
658,Cyclopean,1
659,DÃ©mÃ©,1
660,Anytos,1
661,Lebadeia,1
662,Epaminondas,1
663,Schreiber,1
664,See Murray,1
665,Messene,1
666,Massene,1
667,O.,1
668,Sillas,1
669,Oreste,1
670,N. Cat.e,1
671,de Ridder,1
672,Iris,1
673,Sartorini,1
674,Stele Telesias,1
675,Mnesithea,1
676,Nikostrate,1
677,de la,1
678,Phrasikleia,1
679,B.C. Fr,1
680,Laconic,1
681,Stele epitumbia,1
682,Statuette,1
683,Molossos,1
684,Athens,1
685,Agamemnon,1
686,Farnese Heras,1
687,Museum Guide,1
688,B.C. Thormis,1
689,Athele,1
690,Female Lapith,1
691,Stymphalis,1
692,Carrey,1
693,Keksops,1
694,Hercules Ouranophoros,1
695,Lucy Mitchell,1
696,Proxenos,1
697,Keramica,1
698,Miss Harrison,1
699,S. Salvatore,1
700,Frohner,1
701,Andros,1
702,Kavvadias,1
703,Apobates,1
704,Lion hunt,1
705,Leto,1
706,B.C. Fr.,1
707,Carystos,1
708,Fauno,1
709,Specimen,1
710,Archaic Sphinx,1
711,Paleopolis,1
712,Pentelic,1
713,--- N.,1
714,Pythias,1
715,Delos,1
716,Holleanx,1
717,the Hera of Samos,1
718,Aristulla,1
719,Rodilla,1
720,Kallikrates,1
721,des B. Arts,1
722,Philotera,1
723,Agia Triada,1
724,Ignazio Marabitti,1
725,Kephisodotos,1
726,Oliver Rayet,1
727,Oreste Ferrali,1
728,La Peri,1
729,Epeiros,1
730,Fitzwilliam Museum,1
731,Clarke,1
732,Schliemann,1
733,Tsorentsas,1
734,Promachos,1
735,Hansen,1
736,Conradus Spineda,1
737,trasmetterle poi ed,1
738,Cornelio Magno,1
739,"Stele of Euthippos Euthippou"".---",1
740,Kallisto Philokratous Konthulethen,1
741,Mykenae,1
742,"Caesars time"".---",1
743,Setimus,1
744,Aegina,1
745,Metope N. 3,1
746,"B. C."".---",1
747,Ephesus Room,1
748,--- N. Mus,1
749,Cawdor,1
750,Epikaris,1
751,Sesou Christou,1
752,Wolters,1
753,R. Webb,1
754,DÃ¶rpfeld,1
755,Wolters N. 89,1
756,Athleta,1
757,Strangford Apollo,1
758,Friederichs Wolters,1
759,Blacas,1
760,Apollo Musagetes,1
761,Pater,1
762,Friedrichs-Wolters,1
763,Sattala,1
764,Nereid,1
765,Charles Fellows,1
766,See E. Gardner,1
767,Acropolis,1
768,Derwishes,1
769,M. Julii C. F. parentibus,1
770,John 21,1
771,Abbot Guillaume de Grimoard,1
772,Abbey,1
773,Herodotos,1
774,Garvagh Madonna,1
775,Sassoferrato,1
776,Gathrum,1
777,Monk,1
778,York,1
779,Bootham Bar,1
780,Richard the Protectors,1
781,norman Tower,1
782,Boece,1
783,Husband,1
784,Mykenai,1
785,Homolle,1
786,Paris,1
787,Larissa,1
788,F. Lenormant,1
789,Athene,1
790,Leonidas,1
791,Furtwaengler,1
792,B.C. Marble,1
793,Irene of Athens,1
794,Keramika,1
795,Athene Hygeia,1
796,cent.y B.C.,1
797,Treiber,1
798,Ganymed,1
799,Stele,1
800,N. C. Statue,1
801,Aristonoe,1
802,N. C. of,1
803,Eubouleus,1
804,Chairestratos,1
805,Gazette,1
806,Scul,1
807,Douglas,1
808,Melite Spodokratos,1
809,Isle of Man,1
810,Michael,1
811,Phaidrias,1
812,Myrte,1
813,Mnesiptoleme,1
814,Alexandra,1
815,Tinos,1
816,Kerameikon,1
817,B.C. Found,1
818,Mynnake,1
819,Niko,1
820,Stele of Tynnias,1
821,Salamin,1
822,B.C. Pentelic,1
823,John Soutzoz,1
824,B.C. Friedrichs-Wolters,1
825,Phlueos,1
826,Symonds,1
827,XLV,1
828,Martini,1
829,Antonio Galeazzo Bentivoglio,1
830,Bartolomeo Saliceto,1
831,Pachstein,1
832,S.S. Hieronimo,1
833,Via Aemilia,1
834,Sum Sigismundus Malateste,1
835,â€  1484,1
836,Roberto Valturio,1
837,Anguillifer,1
838,Walter Scott,1
839,Goffredi Gaytani,1
840,S. Gennaro,1
841,Balzo,1
842,Candelabro,1
843,Cardinal Brancaccio,1
844,qui,1
845,Roberti de Arlois,1
846,Queen Margareta,1
847,Andrea da Fiesole,1
848,Vera,1
849,Roberto Arlois,1
850,Annibale Bentivoglio,1
851,travertino,1
852,marmoris,1
853,Romani,1
854,B.C. Hare,1
855,"Reginald Pole"".---",1
856,Bernardo Bembo,1
857,Achilles,1
858,Egidio Foscherari,1
859,Rolandino Passaggeri,1
860,Piazza S. Domenico,1
861,Accursio,1
862,loggia de' Mercanti,1
863,S. Stefano,1
864,Amico Aspertini,1
865,"Alfonso Lombardi"".---",1
866,Domenico Aimo,1
867,Petronio Bologna,1
868,Johanna,1
869,Bamboccio,1
870,Gino Capponi,1
871,Gregory XII,1
872,Ludovico Bonetti,1
873,Tempio Malatestiano,1
874,"archaic"".---",1
875,Museo Etrusco,1
876,Duke Borso,1
877,Este,1
878,De Persis Coirap,1
879,Conradin,1
880,Vos qui,1
881,hobiit,1
882,del Seggio,1
883,Anno milleno Treceno,1
884,Dni Ursonis,1
885,Thomas,1
886,Chris,1
887,D. Hyacinthus,1
888,Olivieri Carrafa,1
889,Grigenti,1
890,Borgogna,1
891,Antonio di Domenico,1
892,Bernardo Ciuffagni,1
893,Giuliano da Majano,1
894,Lucrezia d'Alagna,1
895,Joseph of Arimathea,1
896,Ferdinand,1
897,Alfonso II,1
898,Chapel S. Sepolcro,1
899,Wolters 1468,1
900,Friedricks Wolters,1
901,Caesaris,1
902,J. Baptista,1
903,longum dominatum,1
904,Sanfelicia,1
905,Alibi,1
906,Loadamia,1
907,Helen,1
908,A. Rossellino,1
909,Donatello,1
910,De Vico,1
911,S. M. d. Gr.,1
912,Filippo Mariani,1
913,Embriaci,1
914,Michael Angelo,1
915,Fuga,1
916,Eugene 3,1
917,M. Angelo's,1
918,Riccardo Conti,1
919,Conti,1
920,Pompeiana,1
921,Riccardo Sanguigni,1
922,centuris,1
923,Miriam,1
924,Giacomo,1
925,Martino Doria,1
926,Angelo da Montorsoli,1
927,Andreas Doria,1
928,Adam,1
929,Museum,1
930,S. Peter,1
931,thro,1
932,Cesarea,1
933,Width,1
934,von Wolkenstein,1
935,Matteo Acquasparta,1
936,Gonsalvo Rodriguez,1
937,Urbis,1
938,nella fornace,1
939,Antonio Venerio,1
940,Q. V. P. M. Annis X4III,1
941,M. Claudiano V. P.,1
942,L. VC,1
943,Lanciani,1
944,Riario,1
945,Raphael Riario,1
946,Quattro Coronati,1
947,Camillo Pamfili,1
948,Olimpia Maidalchini,1
949,Algardi,1
950,Olimpia Pamfili,1
951,Minnesanger,1
952,Pii P. II,1
953,Capitis S. Andreae Apostoli,1
954,S. Peter's,1
955,Grotte,1
956,Aruns,1
957,---Corneto Vitelleschi,1
958,Francesco Orsini,1
959,cum Jacobo,1
960,Maria di Falleri,1
961,Hayreddin Barbarossa,1
962,Giulia Gonzaga,1
963,Colonna,1
964,Fondi,1
965,Papa Jiulius 2,1
966,Galiana,1
967,S. Hadriani,1
968,Orto,1
969,Adriani Papae V qui,1
970,corpus s. mem,1
971,Gradis,1
972,Julius II,1
973,Fortuna,1
974,Mini,1
975,Giovanni Battista del Francia,1
976,tuas Nicolaus,1
977,Michael Angelus Bonarotus,1
978,Cardinal,1
979,S. Thomas,1
980,Scultura Renaissance,1
981,Forteguerras,1
982,M. VI,1
983,MCCCCLXV,1
984,Qui,1
985,Rodrigo Borgia,1
986,Abbot Gregory,1
987,Bonsi,1
988,Anton Moor,1
989,Meissonier,1
990,Alessandro Farnese,1
991,colorito,1
992,Madonna della Scala,1
993,Francesco Carrafa,1
994,"A. Agnello del Fiore"".---",1
995,Ruborum,1
996,Antonio di Domenico of Piperno,1
997,ani,1
998,Aprelis,1
999,obiit anno,1
1000,ducis Calabrie qui,1
1001,Loffridus Filumarinus,1
1002,domini ducis,1
1003,Isabella Spinelli,1
1004,Catherina Ursina,1
1005,v.c.,1
1006,Martias Basilio,1
1007,vir sbl,1
1008,Museo Lapidario,1
1009,Gallo,1
1010,Gonsalvo da Corllebas,1
1011,Marie d'Duracio,1
1012,Ladislaus,1
1013,Charles III,1
1014,Cardinal Minutoli,1
1015,Andrea Bonifacio Cicara,1
1016,Roof,1
1017,Busta etiam tristesq,1
1018,de Ravenna,1
1019,constructa est de novo / tota,1
1020,Suo,1
1021,Raynaldo de Mediolano de domo Corrigio,1
1022,A. D. 1321,1
1023,S. Rinaldo,1
1024,"archibishop"".---",1
1025,Baccio,1
1026,Antonia Gaudino,1
1027,Gaspare,1
1028,Aquino,1
1029,Terranuova,1
1030,Giovanna d'Aquino,1
1031,D. XXIX Hor,1
1032,Vin,1
1033,Yoanni Baptiste Cicaro,1
1034,invida quando Mors,1
1035,Maria di Durazzo,1
1036,Caraccioli Rossi,1
1037,Galeazzo Caraccioli,1
1038,Susanna,1
1039,Maria Pomposa,1
1040,duomo - Madonna,1
1041,quen de poisson,1
1042,Lenormant,1
1043,Gabriele,1
1044,Otto the Guelph Anno,1
1045,Marie,1
1046,Hec Philippe,1
1047,Otto,1
1048,tempora,1
1049,---Ad matrem,1
1050,marmo ma pare,1
1051,Loreto,1
1052,Saint,1
1053,Piscicelli,1
1054,Nicolai Piscicelli,1
1055,Carlo III,1
1056,von grosser Bedetung,1
1057,Engel,1
1058,P. Damiano,1
1059,Noch von antiker,1
1060,S. Vitale,1
1061,Rege Ferdinando,1
1062,"â€  423"".---",1
1063,S. Francis,1
1064,Guido,1
1065,Ostasio da Polenta,1
1066,S. S. Maximianus,1
1067,Agnello,1
1068,Pier Damiano,1
1069,Felicis,1
1070,Capua,1
1071,Pier della Vigna,1
1072,Trophy,1
1073,Sigulgnita Rufulo,1
1074,lito Adriano,1
1075,Donna,1
1076,Theodora,1
1077,---Giovanni Evangelista,1
1078,Hector Carrafa,1
1079,wolf,1
1080,Maria of Durazzo,1
1081,XXI M. Januarii Anno D.,1
1082,de Sancto Severino,1
1083,Galeazzo Sanseverino,1
1084,Pietros,1
1085,Salvator Sanseverino,1
1086,Karl Martel,1
1087,Charles of Angon,1
1088,f.c. A. Christo,1
1089,Muri,1
1090,A. Sal.,1
1091,memoriam erigendum,1
1092,Nicolaus Franciscus,1
1093,Viri,1
1094,Aldemorescos,1
1095,Antonio da Penna,1
1096,Benedetto da Majano,1
1097,Malatesta Novello,1
1098,Queen Giovannas,1
1099,S. Barbatium,1
1100,Maria de Francia,1
1101,Genetrici,1
1102,S. John B.,1
1103,S. Joseph,1
1104,Virtues,1
1105,obiit Anno Dni,1
1106,Dne Isabelle de Alneto,1
1107,Karoli de Merloto,1
1108,Dni,1
1109,Drugo de Merloto,1
1110,Dns,1
1111,Raumundi de Cabanis,1
1112,Freedman,1
1113,Giovannas,1
1114,Raymund Cabano,1
1115,il Metropolita,1
1116,"Duke Charles of Calabria"".---",1
1117,Duraciis,1
1118,Marcolino,1
1119,Agnello Agnelli del Fiore,1
1120,Queen Joanna II,1
1121,Malicia Carrafa,1
1122,Domina Domina Maria,1
1123,Memoriae,1
1124,Stephen IV,1
1125,Zoppo,1
1126,Charles II,1
1127,Maria Queen,1
1128,Bartholomeo Bulchani,1
1129,Carrafa,1
1130,Philippi Caraczoli,1
1131,Duke Charles of Calabria,1
1132,---Marie de Valois,1
1133,Freeman,1
1134,Classem,1
1135,Calabrie,1
1136,Robti Tertm,1
1137,Marie Karoli,1
1138,Charles the Illustrioris,1
1139,Tomasio Brancatio de Neapoli,1
1140,faciundam curavit,1
1141,Giovanni Carbonara,1
1142,Benedict XII,1
1143,Malizia,1
1144,Antonio Carrafa,1
1145,S. George,1
1146,Pius III,1
1147,S. Clemente,1
1148,Tito Strozzi,1
1149,Donna Ferrara,1
1150,Malvezzi,1
1151,Ladislav,1
1152,Nam,1
1153,Fava,1
1154,Messer Rinaldo,1
1155,mani,1
1156,Michelozzo,1
1157,Rinaldo Brancaccio,1
1158,Joanna II,1
1159,Cardinals Christopher,1
1160,Nicolo Orsini,1
1161,Ludovisi Juno,1
1162,Pietro Riario,1
1163,Cardinal J. T. Caetani,1
1164,--- S. Clemente,1
1165,Madonna del Sasso,1
1166,S. Margherita,1
1167,Benedict XI,1
1168,Probi,1
1169,Rocco Pozzi,1
1170,Henry VII's,1
1171,de Arloctis,1
1172,Antonio del Pollaiolo,1
1173,Antiquissima,1
1174,Principis,1
1175,S. Petri,1
1176,Arnolfo del Cambio,1
1177,kys,1
1178,Peters,1
