,ent,count
154,Luca Della,3
155,Belisarius,3
156,S. Gregorio,3
157,S. Agostino,3
158,Giovanni da Nola,3
159,Street,3
160,Augustus,3
161,Piccolomini,3
162,Maria Novella,3
163,Jesus Christ,3
164,Giotto,3
165,Agostino,3
166,Jean,3
167,Dennis Vol,3
168,Baboccio,3
169,Helias,3
170,Sigismund Malatesta,3
171,Santo,3
172,Charles Newton,3
173,Alessandro Vittoria,3
174,Giovanni,3
175,Baccio,3
176,Greco,3
177,Philodemos,2
178,Benedict XI,2
179,Clytemnestra,2
180,Paulus,2
181,Pietro Riario,2
182,Madame Schliemann,2
183,Lapith,2
184,Laurentius,2
185,Nicola,2
186,S. Angelo,2
187,Polycleitos,2
188,Dr,2
189,Themis,2
190,Simone,2
191,Marco,2
192,Maria dell'Anima,2
193,Borgia,2
194,Giuliano di San Gallo,2
195,Lombard Sculptors,2
196,Minos,2
197,Giuliano della Rovere,2
198,B. C. It,2
199,S. Peter,2
200,Honorius,2
201,Cecilia,2
202,Card,2
203,Colossal,2
204,Bembo,2
205,Porta S.,2
206,Priam,2
207,Cav,2
208,Gian Galeazzo Visconti,2
209,Henry VII,2
210,Gregorio Magno,2
211,Eve,2
212,Bonsi,2
213,Eustache,2
214,S. Maria del Popolo,2
215,Julius II,2
216,William,2
217,Maria dei Frari,2
218,White,2
219,Cristo,2
220,Matteo Civitali,2
221,Eros,2
222,Paolo Guinigi,2
223,Demetrius,2
224,Andrea Pisano,2
225,Gavin Hamilton,2
226,Ergo,2
227,Roman Pharos,2
228,Quod,2
229,Protesilaus,2
230,Andrews,2
231,Nuovo,2
232,Eustatius,2
233,Giant,2
234,Romano,2
235,Nicola Pisano,2
236,Donatellos,2
237,Sasetti,2
238,Phaedra,2
239,Diomede,2
240,Goethe,2
241,Machiavelli,2
242,d'Accursio,2
243,Ambrogio,2
244,Canova,2
245,Secolo,2
246,San Michele,2
247,Roman,2
248,S. Giov,2
249,Myron,2
250,Benedetto da Maiano,2
251,S. Andrea,2
252,Henry VI,2
253,Thanatos,2
254,A.,2
255,Francisci,2
256,Townley,2
257,Pius,2
258,Iris,2
259,S. Ambrogio,2
260,Jacopo,2
261,Phidias,2
262,Santi,2
263,Anakreon,2
264,Lechat,2
265,Wolsey,2
266,Coleoni,2
267,Jacobsen,2
268,Satyr,2
269,Verna,2
270,Strozzi,2
271,Nino Pisano,2
272,Plato,2
273,Sixtus,2
274,Theodoros,2
275,Pilato,2
276,Domitian,2
277,Cangrande,2
278,S. Lorenzo,2
279,Cortona,2
280,Maria Antica,2
281,Sixtus IV,2
282,Fortitude,2
283,Patroclus,2
284,Angelo,2
285,S. Giustina,2
286,Dion,2
287,Savelli,2
288,Francesco Sforza,2
289,Wolkers N.,2
290,Friederichs,2
291,Antonio Albertoni,2
292,Giuseppe,2
293,P. P.,2
294,Ptoos,2
295,Lord Byron,2
296,Doorway,2
297,Tenerani,2
298,Gsell Fels,2
299,Maria sopra Minervam,2
300,Appian,2
301,Antonio del Pollaiolo,2
302,Martino Lombardo,2
303,Atreus,2
304,Solomon,2
305,Madonna dell'Orto,2
306,S. Lorenzo f. l. mura,2
307,Frank Dukes,2
308,Trajan,2
309,Michael Angelo,2
310,Morosini,2
311,Giuliano da Maiano,2
312,S.S. Giovanni,2
313,Side,2
314,Luca della Robbia,2
315,C. Newton,2
316,S. Maria sopra Minerva,2
317,Benedetto da Rovezzano,2
318,Benedetto,2
319,Pietro in Vincoli,2
320,Agamemnon,2
321,S. Marco,2
322,Observe,2
323,Foscari,2
324,Friederichs Wolters,2
325,Honorius IV,2
326,Luca Savelli,2
327,Urban IV,2
328,Kavvadias,2
329,Titus,2
330,Sir C. Newton,2
331,Andrea Fusina,2
332,Clemente,2
333,Laodamia,2
334,Cecilia Metella,2
335,Hellenic,2
336,Spon,2
337,Lombardi,2
338,Raphael,2
339,J. Sansovino,2
340,Hygieia,2
341,Carrey,2
342,Innocent,2
343,Dantes,2
344,Francesca,2
345,Ra,2
346,Boniface IX,2
347,Robert,2
348,Capuani,2
349,Enrico Minutoli,2
350,Charles,2
351,Pietro Capanno,2
352,Ysabel,2
353,Exuperantius,2
354,Fouquet,2
355,Al,2
356,A. D.,2
357,Suchet,2
358,Sangallo,2
359,Mone,2
360,Julian,2
361,Clementina,2
362,Livia,2
363,S. Apollinare,2
364,Ladislaus,2
365,Annus,2
366,Justinian,2
367,S. Clemente,2
368,Theodoric,2
369,Pisano,2
370,Mahomed the Conqueror,2
371,Bartolomeo Roverella,2
372,Guido,2
373,Donnorso,2
374,Vth dyn,2
375,Pandolfo,2
376,Joanna II,2
377,Sanseverinus,2
378,Archestrate,2
379,Francesca Romana,2
380,Costantinople,2
381,Hare,2
382,filius Dni,2
383,Piscicelli,2
384,Dei,2
385,Sannazzaro,2
386,Aeneas,2
387,Pietro della Plata,2
388,Andrea Ciccione,2
389,Napoleon,2
390,S. Giovanni Carbonara,2
391,Antonio Baboccio,2
392,Zannoni,1
393,Palladios,1
394,Marino Morosini,1
395,Gordian,1
396,Inclytus Antenor,1
397,Glendalough,1
398,Fra Giocondo,1
399,Francesco Donato,1
400,Antonius de Roycellis,1
401,Astarte,1
402,S. Zenone,1
403,S. Caterina,1
404,Enrico Dandolo,1
405,Petrus Bernardus Hieronymi,1
406,S. Zanipolo,1
407,Petrus,1
408,Ludovicus,1
409,Kevin Kitchen,1
410,Dominus Laurentius,1
411,Jacopo Marcello,1
412,Ring,1
413,P. Bernardo,1
414,Giacomo Cozzarelli,1
415,MDLVIII,1
416,Hieronymus,1
417,Baal,1
418,Dominus Jacobus,1
419,Stefano,1
420,Niccolo Benzi,1
421,Micklegate Bar,1
422,Count Guglielmo da Castelbarco,1
423,Fineen Mac Carthy,1
424,Jbrahim Roza,1
425,Kalaoun Sahely,1
426,S. Maria Antica,1
427,Mastino II,1
428,Scaligeri,1
429,S. Fosca,1
430,S. Tosca,1
431,Francesco di Duccio del Guasta,1
432,Cozzarelli,1
433,clara,1
434,Parcha,1
435,Mangia,1
436,Bonifatius,1
437,Hec,1
438,Crimina,1
439,Jbrahim II,1
440,Agnolo da Siena,1
441,Mr Perkins,1
442,S. Donato,1
443,Bonino da Campione,1
444,Pietro Torrigiani,1
445,Suleiman,1
446,Michel Angelo,1
447,Sclavigerum,1
448,Connaught,1
449,S. Anastasia,1
450,Scriptis,1
451,Pietro Martire,1
452,Pecci,1
453,Duccio,1
454,Neroccio Landi,1
455,Michieli,1
456,Gallianus,1
457,S. Firmo,1
458,Giovanni della Scala,1
459,Lord Dunraven,1
460,egregius,1
461,Antonia,1
462,Andreas,1
463,Lorenzo il Magnifico,1
464,Jure,1
465,Madonnas,1
466,Obiit Anno Domini MCCCCXXVII,1
467,Francesco San Gallos,1
468,Agrippa,1
469,Cardinal Grimani,1
470,Osman,1
471,Cyrus,1
472,Beato Pacifico Bon,1
473,Fausto Soccino,1
474,Mariano,1
475,Bayle,1
476,a. d. n. s.,1
477,Alexander VIs,1
478,S. Totos,1
479,Vittorio Carpaccio,1
480,Ursula,1
481,Justin II,1
482,Justinians,1
483,Emperors,1
484,Oliver,1
485,Durnidana,1
486,Roland,1
487,Contarini,1
488,Michele Morosini,1
489,Giovanni Buon,1
490,S. Zeno,1
491,Ganias,1
492,P. Veronese,1
493,d'Europa,1
494,Accademia B. A. Venezia,1
495,Arcadius,1
496,Vincenzo Cattena,1
497,"A. B. A."".---",1
498,Giovanni Bellini,1
499,"B.e A.i"".---",1
500,s. Magno,1
501,Redentore S. Tomaso,1
502,David,1
503,"prophet"".---",1
504,Onerato Gaetani,1
505,Bonifacio VIII,1
506,Croce,1
507,Hic,1
508,Salutati,1
509,Leonardo,1
510,Zenone,1
511,S. Marcos,1
512,Constantine Porphyrogenetos,1
513,Narni,1
514,Niccolo Pisanos,1
515,Altho,1
516,Raynaldus,1
517,Buskettus,1
518,Constantine,1
519,F.P. Laureato Franciscolus Debros,1
520,MCCCLXXIIII XVIIII Julii,1
521,Petrarce Suscipe Virgo Parens,1
522,Landetur,1
523,Nicola Pisanus,1
524,Icarus,1
525,S. Teodoro,1
526,Nicolas Pulpit,1
527,S.S. Apostles,1
528,S. Antonio,1
529,Jacopo da Carrara,1
530,Tito Sarrocchi,1
531,Gaia,1
532,Darius,1
533,Agostino Zeno,1
534,Pietro da SalÃ²,1
535,Costantine the Great,1
536,S. Aponal,1
537,S. Helena,1
538,Vittore Cappello,1
539,Niccolo Barattieri,1
540,Bartolomeo Bon,1
541,Dante Inferno,1
542,Ottoviano,1
543,Foundation,1
544,S. Frediano,1
545,Zenone Verona,1
546,Apostles,1
547,Cangrande II,1
548,Basil II,1
549,Tomaso Pisano,1
550,Bonanno,1
551,Marcello,1
552,Alessandro Leopardo,1
553,S.a Irene,1
554,Tullio Lombardo,1
555,Andrea Vendramin,1
556,Vendramin,1
557,Antonio Dentore,1
558,San Sebastiano,1
559,Chaucer,1
560,Daedalus,1
561,Gino Capponi,1
562,Johannes,1
563,Fergusson,1
564,Timoleon,1
565,Pindar,1
566,Theron,1
567,Luigi Tornabuoni,1
568,Marmorarius,1
569,Daniel,1
570,Ravennate,1
571,Adelfia C. F.,1
572,Domini,1
573,S. Raniero,1
574,Theirs,1
575,S. Mary Magdalen,1
576,Roman Villa,1
577,Cascella Apol,1
578,Gaggini,1
579,Symonds,1
580,Ignazio Marabitti,1
581,Archduke,1
582,Martini,1
583,Picanda,1
584,Angelo Gati,1
585,Soderini,1
586,Frank Duke,1
587,Juliani de Davanzatis,1
588,Bart,1
589,Hugo,1
590,Count,1
591,Gonfaloniere di Giustizia,1
592,Mommsen,1
593,Valori,1
594,Pandolfini,1
595,Atheus,1
596,Urbanus,1
597,Lysikleos,1
598,Svetonius,1
599,Giuliano,1
600,Angelo Acciaiuoli,1
601,B. Latini,1
602,Guglielmo Berardi,1
603,Buovo d'Antona,1
604,Ariadne,1
605,Ny Carlsberg,1
606,Edeia Lysikleyus,1
607,Simone di Nanni,1
608,King,1
609,Filippo Calandrini,1
610,Constantia,1
611,F. W.,1
612,Cino,1
613,Bartolo,1
614,Alexes,1
615,Charles V,1
616,Maestro Cellini,1
617,contempo[ra]ry,1
618,Bonifazio Ricciardi,1
619,Baronto Ricciardi,1
620,Guglielmo D'Agnello,1
621,Obiit MCCCCLVII,1
622,Andrea Franchi,1
623,Bona Requice Polinice Sigismundi,1
624,Amongst Lazzari,1
625,Bernardo di Matteo Rossellino,1
626,Filippo Lazzari,1
627,Gian Galeazzo Sforza,1
628,Philip II,1
629,Bonas,1
630,Fortebraccio,1
631,Benozzo Gozzolis,1
632,Atto,1
633,Wander,1
634,Jacopo della Quercia,1
635,S. Caterina da Siena,1
636,Saracens,1
637,Caesaris Henrici,1
638,S. Antonio Abbate,1
639,Onofrio di Palla Strozzi,1
640,Piero,1
641,Archduke Ferdinand,1
642,Onofrio Strozzi,1
643,Nera,1
644,Giuliano da San Gallo,1
645,Fra Bartolomeo,1
646,Pietro da Noveto,1
647,Buonamico Aspertini,1
648,Madonna della Misericordia,1
649,Bartolomeo,1
650,S. Rule,1
651,S. Regulus,1
652,Cicognara,1
653,Colin,1
654,Maximilian,1
655,Nicolas V.,1
656,christian sarc,1
657,Octavius,1
658,Nero Claudius,1
659,Domini Clarissimi de Falchoneriis,1
660,Leopardi,1
661,S. Giovanni Evangelista,1
662,Joannes Darius,1
663,Kore,1
664,Ludwig,1
665,Gritti,1
666,Medusa Rondanini,1
667,S. Bartolo,1
668,Altar,1
669,Maria dei Miracoli,1
670,Friedrichs Walters,1
671,Marble Parian,1
672,Giovanni Conti of Sutri,1
673,Joannes,1
674,Joannes Passio,1
675,N. in F. W.,1
676,Joannes Hec,1
677,Adrian IV,1
678,S.S. Giovanni e,1
679,Pienza,1
680,Pierpaolo,1
681,Malagotti,1
682,Belforti,1
683,Gian Galeazzo,1
684,Vizi,1
685,Agostino Barberigo,1
686,Marco Barberigo,1
687,Barberigo,1
688,Deodatus,1
689,Melchior Caspar Baltasar,1
690,Falleris Herodes,1
691,Magi,1
692,Akrokorinthos,1
693,Jacopo Sansovino,1
694,Verrochio,1
695,Troyan,1
696,Tullio,1
697,Urban VIII,1
698,Innocent VIII,1
699,S. Aniano,1
700,B. Bon,1
701,Christoforo Romano,1
702,Franciscus Macorocenus Peloponesiacus,1
703,Harold Hardradas,1
704,Filippo Calendario,1
705,Jacobus Calega,1
706,Santo Stefano,1
707,Kresilas,1
708,Marietta Strozzi,1
709,Townley Venus,1
710,Landolina Venus,1
711,Sophia Czartoriska,1
712,Nino,1
713,Frederic the Great,1
714,Pazzi,1
715,Bernardo Rossellini,1
716,Francesco Laurana,1
717,Lionardo Bruno,1
718,Referendarius,1
719,P. Picci,1
720,Sistus IV,1
721,Desiderio,1
722,Settignano,1
723,Gaston,1
724,Ilioneus,1
725,Rudolph,1
726,Juliana,1
727,Clarissimo Falconier,1
728,Beate Marie,1
729,Supino Igino,1
730,William the Bad,1
731,Konrad,1
732,B. C. Subyeet,1
733,Cristoforo Moro,1
734,Lionardo Loredano,1
735,Pietro Lombardi,1
736,Jupiters,1
737,I. Corsini,1
738,I.B. Supino,1
739,Elizabeth Brandenburg,1
740,Salinas,1
741,Prince,1
742,Sextus Inerorus,1
743,Bishop Torres,1
744,Siculos Henricus,1
745,G.F. Gladiatore,1
746,Archb,1
747,Antonello,1
748,Domenico Gagini,1
749,Eugene,1
750,Pisanus,1
751,Bonannus,1
752,William the Good,1
753,Lazarini,1
754,Pietro Mocenigo,1
755,Paolo Veronese,1
756,N. W.,1
757,Antinoos,1
758,Corinthian,1
759,Setimus,1
760,Augustus Caesars,1
761,Mnemosyne,1
762,Clio,1
763,Epiphanes,1
764,Eudoxia,1
765,Polycletos,1
766,Phormis,1
767,Antoninian,1
768,Athele,1
769,Talia,1
770,Erato,1
771,Pliny XXXVI,1
772,pound,1
773,S. Reinach,1
774,Lord Elgin,1
775,Pandrosos,1
776,Faun,1
777,Herodes,1
778,Chaironeia,1
779,Rosa,1
780,Byron,1
781,Heraion,1
782,Furtwaengler,1
783,Esculapius,1
784,Romano-Greco,1
785,Irene,1
786,M. Aurelius,1
787,Marcus Junius,1
788,Ganymed,1
789,Menophilos,1
790,Santoris,1
791,Albani,1
792,Apapi,1
793,Josephs,1
794,Demetrius Poliorketes,1
795,Agasias,1
796,N.C. Colossal,1
797,Eubouleus,1
798,galley,1
799,Chairestratos,1
800,Epistyle,1
801,Hygeia,1
802,Hausknecht,1
803,Simon,1
804,Phano,1
805,Apollo Kitharoedes,1
806,Gorgon,1
807,O.,1
808,Menelaus,1
809,Medieval,1
810,Oreste,1
811,Orestes,1
812,Bonus Eventus,1
813,Kalamis Hunt,1
814,Koanon,1
815,mason,1
816,Sartorini,1
817,Peraios,1
818,Mnesithea,1
819,Polilklet,1
820,"Roman period"".---",1
821,S. Salvatore,1
822,Thucydides,1
823,Huggia,1
824,Triton,1
825,Massene,1
826,Murray,1
827,Hesperid,1
828,Damophon,1
829,Domitians,1
830,Hercules Ouranophoros,1
831,Peirithoos,1
832,Subject,1
833,Kephissia,1
834,Naxian,1
835,Lucy Mitchell,1
836,Life,1
837,Ã,1
838,Handers,1
839,San Anton,1
840,Lykosoura,1
841,Persephone,1
842,Miller,1
843,Choisene Gouffier,1
844,Kanephori,1
845,Despoinae,1
846,Anytos,1
847,Half,1
848,Epaminondas,1
849,Phanari,1
850,Stuart,1
851,Leonardo Loredano,1
852,Sesou Christou,1
853,Andromenes,1
854,N. Mus,1
855,Lord Cawdor,1
856,"Pentelic marble"".---",1
857,Laurent,1
858,Platon,1
859,Epikaris,1
860,Remy,1
861,Ch,1
862,Archenauto Alaieus,1
863,Abbot Guillaume de Grimoard,1
864,Walstein,1
865,Metope N. 6,1
866,Aristeus Iphistiades,1
867,B. C. He,1
868,R. Webb,1
869,Julii C. F.,1
870,Augustus Caesar,1
871,Aristomacha,1
872,Frohner,1
873,l'Estrapade St,1
874,"B. C."".---",1
875,Athlete,1
876,Malling,1
877,Boece,1
878,Norman,1
879,Bootham Bar,1
880,Galmanhithe,1
881,Monk Bar,1
882,Miltiades Eupraxis,1
883,Constant,1
884,Monk,1
885,Gathrum,1
886,Newton,1
887,Townly,1
888,Duke Melzi,1
889,Demokleides,1
890,E. Gardner,1
891,Praxitelean,1
892,Charles Fellows,1
893,Castellani,1
894,Herodotos,1
895,"Pericles inscription"".---",1
896,Perikles,1
897,Aphrodite Persephone,1
898,N. Cat.e,1
899,Winckelmaan,1
900,Spodokratos,1
901,Niko,1
902,Concert champÃªtre,1
903,Tynnias,1
904,John Soutzoz,1
905,anthropoic sarc,1
906,Lysistrate,1
907,B.C. Friedrichs,1
908,Peiraius,1
909,Phlueos,1
910,Esmunazar,1
911,Amaxanteus,1
912,Gall,1
913,Thrasymedes,1
914,Niches,1
915,Hamdi,1
916,Herodotus,1
917,F. Lenormant,1
918,Tantalus,1
919,Herod,1
920,Leonidas,1
921,Saint Jacques,1
922,Alexandra,1
923,Fiedrichs,1
924,Lauvois,1
925,Asklepios Blacas,1
926,Apollo Musagetes,1
927,Pater,1
928,Goddess,1
929,Dionysus,1
930,Friedrichs,1
931,Mykenai,1
932,Kirk Maddan Churchyard,1
933,Onatas,1
934,Michael,1
935,Sambon,1
936,Scotts,1
937,"Roman times"".---
",1
938,Montrose,1
939,Phaidrias,1
940,Myrte,1
941,Chrysaliis,1
942,Mnesiptoleme,1
943,Poussin,1
944,Julius Caesar,1
945,N.,1
946,Marguerite d'Autriche,1
947,Veaison,1
948,Bagnold R.C.,1
949,Rameses,1
950,Ptolemy,1
951,Heracles,1
952,Abbas Bartholomaus Fecit,1
953,Deus,1
954,Quinto,1
955,Cleopatra,1
956,Milleno,1
957,De Braio,1
958,Sit Christo,1
959,Bruckner,1
960,Guillaume de Braye,1
961,Omars,1
962,Ghibellines,1
963,Lepsius,1
964,Khefer Ku ra Usertesen,1
965,S. Marc,1
966,"constructed"".---",1
967,Walls,1
968,Filippo del Campello,1
969,Nephthys,1
970,S. Feliciano,1
971,John of Brieune,1
972,Euthippos,1
973,Aristulla,1
974,Rodilla,1
975,Mika,1
976,Kahfir,1
977,Meidias,1
978,Mrs,1
979,Ktesilla,1
980,Kallistomache,1
981,Aristion,1
982,Sheik,1
983,Anselmo,1
984,Telesegoros,1
985,Ramese II,1
986,Arxilla,1
987,Nefer,1
988,Erecthonios,1
989,Ari,1
990,Mariette,1
991,Medusa,1
992,Ptolemy Evergetes II,1
993,Giovanni Gaetano Orsini,1
994,Antioch,1
995,Eugenie Sellers,1
996,Richard the Protectors,1
997,Trebonius Gallus,1
998,Yedi Kule,1
999,Thotmes III,1
1000,Hippodrome,1
1001,Augusto,1
1002,Lorenzo de'Medici,1
1003,S. Margherita di Prato,1
1004,Hercule,1
1005,Fra Filippo Lippi,1
1006,Valentinian II,1
1007,S. Bernardino,1
1008,Theodosius,1
1009,Egilvar,1
1010,Hardr Hafi,1
1011,Valentinian,1
1012,Auru,1
1013,Rafn,1
1014,Pasquale Malipiero,1
1015,Maestro Piero,1
1016,Tommaso Mocenigo,1
1017,Antonio di Duccio,1
1018,Veilia Velimnei Arnthial,1
1019,Lapo,1
1020,Christos Pantokrator,1
1021,Fuccio Fiorentino,1
1022,Minaret,1
1023,Hecuba de Lusignan,1
1024,Taddei,1
1025,Fam.a Borghini,1
1026,Choras,1
1027,Biliotti di Colognola,1
1028,Bardini,1
1029,Michael Tornikes,1
1030,dall'Antiq,1
1031,Tolomei Siena,1
1032,Riccardi,1
1033,Dominici Christi,1
1034,Inclytus,1
1035,Bello,1
1036,Baldo Bartolini,1
1037,Polidoro di Stefano da Perugia,1
1038,Maestro Rosso,1
1039,Mahomed,1
1040,Giovanni da Pisa,1
1041,Apis,1
1042,Demostrate,1
1043,Ameiniche,1
1044,Conradus Spineda,1
1045,glass,1
1046,Hansen,1
1047,Antiope,1
1048,Correggio,1
1049,Dona Maria Maurique,1
1050,Michaelis Asklepios,1
1051,Dona Maria,1
1052,verus cultor,1
1053,Hughes,1
1054,Cornelio Magno,1
1055,Franck,1
1056,Ferdinandus Catholicus Rex,1
1057,Eccl,1
1058,pius pater,1
1059,Young,1
1060,Isabels,1
1061,Procles,1
1062,Prokleides,1
1063,Gil de Siloe,1
1064,Patras,1
1065,Guillet,1
1066,Leonardo da Vinci,1
1067,Rose,1
1068,Polykleitos,1
1069,Oliver Rayet,1
1070,Pentelic Marble,1
1071,Philibert le Beau,1
1072,Michel Colombe,1
1073,Pompeian,1
1074,Jean Perreal of Lyons,1
1075,Hymettus,1
1076,Doctor Clarke,1
1077,Karyai,1
1078,S. Trophime,1
1079,Gioconda,1
1080,Caryatids,1
1081,Caryatid of Greco,1
1082,Greck,1
1083,Marguerite de BaviÃ¨re,1
1084,Peloponesian,1
1085,Olivier de Clisson,1
1086,Dame de Bueil,1
1087,Paul de la Roche,1
1088,B. Mus.m,1
1089,Carlos Baltasar,1
1090,Gaz,1
1091,Kallikrates,1
1092,Proserpine,1
1093,Romaiko,1
1094,Gil de,1
1095,Seminario,1
1096,Sultan Barkuk,1
1097,Rhomaiko,1
1098,Mamluks,1
1099,Say Friederichs,1
1100,Mamelook,1
1101,Kaith Bey,1
1102,Pythias,1
1103,Felipe IV,1
1104,Kait Bey,1
1105,Mosque,1
1106,Ibn Tooloon,1
1107,Nameless,1
1108,Studniczka,1
1109,Frenchman,1
1110,Ares,1
1111,Kamskhom,1
1112,IV.th dyn,1
1113,Juan,1
1114,Jupiter Olympius,1
1115,Ercules,1
1116,Fauno,1
1117,Slab XVII,1
1118,Apobates,1
1119,Lion,1
1120,Velasquez,1
1121,Charles I,1
1122,S. Sebastiani,1
1123,Cardinal Albornoz,1
1124,Algidius Alvari Carriglis de Albornotio,1
1125,Leto,1
1126,Don Pedro,1
1127,Albornoz,1
1128,Peisistratus,1
1129,Typhon,1
1130,Kleostrate,1
1131,Mnesistrate,1
1132,Amongst,1
1133,Alonso Carillo de Albornoz,1
1134,Kle)omenos,1
1135,Mendoza,1
1136,Anna Bonanno,1
1137,Subyects,1
1138,wherewith,1
1139,Parmegianino,1
1140,Sigismund Malatestas,1
1141,"Sacrum MCCCCL"".---",1
1142,Augustus',1
1143,Guephic,1
1144,Sallustio,1
1145,Isotta,1
1146,Alberti,1
1147,Roberto Valturio,1
1148,Marc,1
1149,Gemistus Pheth,1
1150,Amazons,1
1151,Maldacea,1
1152,Lucius Atratinus,1
1153,Anguillifer,1
1154,Clarus,1
1155,Nicolae,1
1156,Olim,1
1157,S.Francesco,1
1158,Odescalchi,1
1159,Walter Scott,1
1160,Napoleone Orsini,1
1161,Goffredi Gaytani,1
1162,epi.~,1
1163,Sigismundus Pandulphus Malatesta,1
1164,S.S. Hieronimo,1
1165,Jacobus,1
1166,Preller,1
1167,"Reginald Pole"".---",1
1168,Bernardo Bembo,1
1169,Petroclus,1
1170,Francesco di Simone,1
1171,Alexandro Tartagna,1
1172,Sant'Andrea,1
1173,Egidio Foscherari,1
1174,Enzio,1
1175,Piazza S. Domenico,1
1176,Edward I,1
1177,Accursio,1
1178,"Scaligeran battlement"".---",1
1179,S. Stefano,1
1180,Amico Aspertini,1
1181,Domenico Aimo,1
1182,Petronio,1
1183,Annibale Bentivoglio,1
1184,Vera,1
1185,Rolandino de' Romanzi,1
1186,Andrea da Fiesole,1
1187,Bartolomeo Saliceto,1
1188,Hatch,1
1189,Schillers,1
1190,req.~,1
1191,Lellus,1
1192,S. Gennaro,1
1193,Balthasar,1
1194,S. Sigismondo re di Borgogna,1
1195,Malatesta,1
1196,Gregory XII,1
1197,Innocent VII,1
1198,Grigenti,1
1199,Ludovico Bonetti,1
1200,Ugo d'Este,1
1201,Duke Borso,1
1202,Persis Coirap,1
1203,Frederic,1
1204,Conradin,1
1205,"Manfredi time"".---",1
1206,Vos,1
1207,Gregorius Filomarinus,1
1208,Cristoforo d'Aquino,1
1209,Francesco Carbone,1
1210,ipsius Deus,1
1211,Dni Ursonis,1
1212,Thomas,1
1213,Jerome,1
1214,Aerae Chris,1
1215,D. Hyacinthus,1
1216,Donnurso,1
1217,Bernardo Ciuffagni,1
1218,A. Rosselinos,1
1219,A. Rossellino,1
1220,Joseph of Arimathea,1
1221,Brancaccio,1
1222,julii decime,1
1223,Roberti de Arlois,1
1224,Johanna,1
1225,Roberto Arlois,1
1226,Bamboccio,1
1227,Antonio di Domenico,1
1228,Giovanni di Nola,1
1229,Giuliano da Majano,1
1230,Lucrezia d'Alagna,1
1231,1 Sannazzaro,1
1232,Friedrichs Wolters N.Â,1
1233,Alfonso II,1
1234,Nicodemus,1
1235,Pontanus,1
1236,Chapel S. Sepolcro,1
1237,Ferdinand the Catholic,1
1238,J. Baptista,1
1239,Alibi,1
1240,Loadamia,1
1241,Bacchanalian,1
